component,model,family,rank,residual_fraction,residual_rms_uK,masked_corr,description
SMICA,planck_ripple_plus_1p0pct,planck_perturbation,13,0.1811106949097087,18.203373104568566,0.9834627172340202,Planck sinusoidal ripple perturbation plus 1.0 percent
SMICA,cptg_tilt_plus_0p5pct,cptg_perturbation,14,0.1811300963897963,18.20532314060035,0.9834591441345304,CPTG endpoint-normalized tilt perturbation plus 0.5 percent
SMICA,cptg_ripple_minus_1p0pct,cptg_perturbation,15,0.18118023838527417,18.210362895167833,0.9834499078339756,CPTG sinusoidal ripple perturbation minus 1.0 percent
SMICA,cptg_ripple_minus_2p0pct,cptg_perturbation,16,0.18119068559120663,18.21141294021119,0.9834479830956939,CPTG sinusoidal ripple perturbation minus 2.0 percent
SMICA,cptg_ripple_minus_0p5pct,cptg_perturbation,17,0.1811976018859861,18.212108094599696,0.9834467088107863,CPTG sinusoidal ripple perturbation minus 0.5 percent
SMICA,planck_tilt_minus_1p0pct,planck_perturbation,18,0.1812225171792499,18.214612322080665,0.9834421179038534,Planck endpoint-normalized tilt perturbation minus 1.0 percent
SMICA,cptg_locked_pi_cmb,cptg,19,0.18122998755420172,18.215363166875044,0.9834407412808887,Locked CPTG geometric-pi CMB comparison envelope
SMICA,cptg_ripple_plus_0p5pct,cptg_perturbation,20,0.18127736504047195,18.22012506158128,0.9834320093041428,CPTG sinusoidal ripple perturbation plus 0.5 percent
SMICA,planck_ripple_plus_2p0pct,planck_perturbation,21,0.1812885923691738,18.22125351649351,0.9834299396890475,Planck sinusoidal ripple perturbation plus 2.0 percent
SMICA,cptg_tilt_minus_0p5pct,cptg_perturbation,22,0.18133464349858094,18.22588209953165,0.9834214493630098,CPTG endpoint-normalized tilt perturbation minus 0.5 percent
SMICA,cptg_ripple_plus_1p0pct,cptg_perturbation,23,0.18133970128568386,18.226390455958438,0.9834205167361615,CPTG sinusoidal ripple perturbation plus 1.0 percent
SMICA,cptg_tilt_minus_1p0pct,cptg_perturbation,24,0.18144404834901828,18.236878343088403,0.9834012697361739,CPTG endpoint-normalized tilt perturbation minus 1.0 percent
SMICA,planck_tilt_minus_2p0pct,planck_perturbation,25,0.18147143495693496,18.239630961547654,0.9833962163312765,Planck endpoint-normalized tilt perturbation minus 2.0 percent
SMICA,cptg_ripple_plus_2p0pct,cptg_perturbation,26,0.18150910444144283,18.243417108365186,0.9833892642310397,CPTG sinusoidal ripple perturbation plus 2.0 percent
SMICA,cptg_tilt_minus_2p0pct,cptg_perturbation,27,0.18167704044354652,18.260296297667104,0.9833582526097363,CPTG endpoint-normalized tilt perturbation minus 2.0 percent
SMICA,observed_smoothed_spectrum_control,data_control,28,0.18979224439307546,19.075952630864823,0.9818242734666113,Observed spectrum smoothed with width=31
SMICA,flat_dl_null,bad_null,29,0.3904906840077983,39.24808315928498,0.9206068790222686,Flat D_l null matched to mean observed D_l
SMICA,powerlaw_dl_null,smooth_null,30,0.5619595103687564,56.482355401501856,0.827164740971294,Fitted smooth power-law D_l null
SMICA,flat_cl_null,bad_null,31,0.7782500574187043,78.22164323817165,0.6279544952683941,Flat C_l null matched to mean observed C_l
SMICA,shuffled_spectrum_null_seed_271844,shuffled_null,32,0.9262517678039075,93.09724379615797,0.37690537624201714,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271841,shuffled_null,33,0.9379174897191966,94.26976145815479,0.34685844732230575,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271845,shuffled_null,34,0.9385391563227038,94.3322449527708,0.3451727857886066,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271843,shuffled_null,35,0.939280995526617,94.40680695375677,0.3431489639246015,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271831,shuffled_null,36,0.9394896415216227,94.42777789031993,0.3425773102141664,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271835,shuffled_null,37,0.9442504656687528,94.90628667346304,0.32922797281571275,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271829,shuffled_null,38,0.9459549361462157,95.07760240974493,0.32429810172217965,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271842,shuffled_null,39,0.9462109491433882,95.10333418726073,0.32355036659099745,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271833,shuffled_null,40,0.9481084078750367,95.29404710600879,0.31794723920276924,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271846,shuffled_null,41,0.949136205168219,95.397350655327,0.314865787342596,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271840,shuffled_null,42,0.9500931753534568,95.49353539660095,0.3119662772589139,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271838,shuffled_null,43,0.9505347106614176,95.53791395720255,0.3106183571970843,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271834,shuffled_null,44,0.9525617055128119,95.74164650640053,0.3043455227049068,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271828,shuffled_null,45,0.9527239197023889,95.7579505983107,0.30383734600426643,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271836,shuffled_null,46,0.9562834774092884,96.11572050835515,0.2924412946798024,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271847,shuffled_null,47,0.9567180467501728,96.15939892202293,0.29101645833618145,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271839,shuffled_null,48,0.959389506529704,96.427906417535,0.28208469430419525,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271832,shuffled_null,49,0.9611614149296611,96.60600031600752,0.2759868374586225,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271837,shuffled_null,50,0.9632654147432912,96.81747260724104,0.2685511883411342,Observed spectrum values shuffled across ell
SMICA,shuffled_spectrum_null_seed_271830,shuffled_null,51,0.963756363217963,96.86681766808367,0.2667839432141406,Observed spectrum values shuffled across ell
SMICA_noSZ,observed_self_spectrum_control,data_control,1,0.11425096022572168,11.51224432777982,0.9934519203703321,Observed self-spectrum upper control
SMICA_noSZ,planck_tilt_plus_2p0pct,planck_perturbation,2,0.17976491478657572,18.113612493907656,0.9837095991255626,Planck endpoint-normalized tilt perturbation plus 2.0 percent
SMICA_noSZ,planck_tilt_plus_1p0pct,planck_perturbation,3,0.17993434452831808,18.13068470563767,0.9836786221419903,Planck endpoint-normalized tilt perturbation plus 1.0 percent
SMICA_noSZ,planck_tilt_plus_0p5pct,planck_perturbation,4,0.18002634790012811,18.13995522111661,0.9836617884525869,Planck endpoint-normalized tilt perturbation plus 0.5 percent
SMICA_noSZ,cptg_tilt_plus_2p0pct,cptg_perturbation,5,0.1800416818505338,18.141500312582203,0.9836589819629722,CPTG endpoint-normalized tilt perturbation plus 2.0 percent
SMICA_noSZ,planck_ripple_minus_1p0pct,planck_perturbation,6,0.1800672953007353,18.14408119502043,0.9836542935213965,Planck sinusoidal ripple perturbation minus 1.0 percent
SMICA_noSZ,planck_ripple_minus_2p0pct,planck_perturbation,7,0.18007190530679548,18.144545712045165,0.9836534496046767,Planck sinusoidal ripple perturbation minus 2.0 percent
SMICA_noSZ,planck_ripple_minus_0p5pct,planck_perturbation,8,0.18008769333436347,18.1461365575878,0.9836505592483075,Planck sinusoidal ripple perturbation minus 0.5 percent
SMICA_noSZ,planck2018_baseline_lcdm,benchmark,9,0.18012318945456904,18.149713245325803,0.9836440599224464,Planck 2018 baseline LCDM TT envelope
SMICA_noSZ,planck_ripple_plus_0p5pct,planck_perturbation,10,0.1801737522186858,18.154808089984,0.9836347996138808,Planck sinusoidal ripple perturbation plus 0.5 percent
SMICA_noSZ,cptg_tilt_plus_1p0pct,cptg_perturbation,11,0.18019516047773979,18.156965245673327,0.9836308779925533,CPTG endpoint-normalized tilt perturbation plus 1.0 percent
SMICA_noSZ,planck_tilt_minus_0p5pct,planck_perturbation,12,0.18022485335043847,18.159957182061657,0.9836254379766787,Planck endpoint-normalized tilt perturbation minus 0.5 percent
SMICA_noSZ,planck_ripple_plus_1p0pct,planck_perturbation,13,0.18023934742330203,18.161417645131554,0.9836227821885899,Planck sinusoidal ripple perturbation plus 1.0 percent
SMICA_noSZ,cptg_tilt_plus_0p5pct,cptg_perturbation,14,0.1802791786280801,18.16543114804102,0.9836154826725657,CPTG endpoint-normalized tilt perturbation plus 0.5 percent
SMICA_noSZ,cptg_ripple_minus_1p0pct,cptg_perturbation,15,0.18032056361911572,18.169601214772744,0.983607896641789,CPTG sinusoidal ripple perturbation minus 1.0 percent
SMICA_noSZ,planck_tilt_minus_1p0pct,planck_perturbation,16,0.18033132356784923,18.170685417115813,0.9836059240062901,Planck endpoint-normalized tilt perturbation minus 1.0 percent
SMICA_noSZ,cptg_ripple_minus_2p0pct,cptg_perturbation,17,0.1803335273421259,18.170907475537607,0.9836055199704538,CPTG sinusoidal ripple perturbation minus 2.0 percent
SMICA_noSZ,cptg_ripple_minus_0p5pct,cptg_perturbation,18,0.18033675622734524,18.171232826987417,0.9836049279834862,CPTG sinusoidal ripple perturbation minus 0.5 percent
SMICA_noSZ,cptg_locked_pi_cmb,cptg,19,0.18036802954425377,18.17438401332738,0.9835991937361087,Locked CPTG geometric-pi CMB comparison envelope
SMICA_noSZ,cptg_ripple_plus_0p5pct,cptg_perturbation,20,0.18041435338812542,18.17905173259905,0.9835906979488696,CPTG sinusoidal ripple perturbation plus 0.5 percent
SMICA_noSZ,planck_ripple_plus_2p0pct,planck_perturbation,21,0.1804154847194092,18.179165728683888,0.9835904904346425,Planck sinusoidal ripple perturbation plus 2.0 percent
SMICA_noSZ,cptg_tilt_minus_0p5pct,cptg_perturbation,22,0.18046169815044022,18.183822322450826,0.9835820125951162,CPTG endpoint-normalized tilt perturbation minus 0.5 percent
SMICA_noSZ,cptg_ripple_plus_1p0pct,cptg_perturbation,23,0.18047569482351622,18.18523266613554,0.9835794444669779,CPTG sinusoidal ripple perturbation plus 1.0 percent
SMICA_noSZ,planck_tilt_minus_2p0pct,planck_perturbation,24,0.18055861801244902,18.193588237148223,0.9835642253871552,Planck endpoint-normalized tilt perturbation minus 2.0 percent
SMICA_noSZ,cptg_tilt_minus_1p0pct,cptg_perturbation,25,0.18056016918854986,18.19374453796384,0.9835639406274521,CPTG endpoint-normalized tilt perturbation minus 1.0 percent
SMICA_noSZ,cptg_ripple_plus_2p0pct,cptg_perturbation,26,0.18064328513256853,18.20211953151476,0.9835486787833704,CPTG sinusoidal ripple perturbation plus 2.0 percent
SMICA_noSZ,cptg_tilt_minus_2p0pct,cptg_perturbation,27,0.180771456633558,18.215034448223854,0.9835251295552043,CPTG endpoint-normalized tilt perturbation minus 2.0 percent
SMICA_noSZ,observed_smoothed_spectrum_control,data_control,28,0.19165261220801805,19.311449929496682,0.9814628246825465,Observed spectrum smoothed with width=31
SMICA_noSZ,flat_dl_null,bad_null,29,0.38868612591993723,39.16509445144355,0.9213702271711142,Flat D_l null matched to mean observed D_l
SMICA_noSZ,powerlaw_dl_null,smooth_null,30,0.5590930246170687,56.3357672323533,0.8291049329394548,Fitted smooth power-law D_l null
SMICA_noSZ,flat_cl_null,bad_null,31,0.7782795788843484,78.42161369792208,0.6279179063313939,Flat C_l null matched to mean observed C_l
SMICA_noSZ,shuffled_spectrum_null_seed_271844,shuffled_null,32,0.9264785498758001,93.35455395337777,0.37634757421834725,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271841,shuffled_null,33,0.9385774112586425,94.57366885667523,0.3450687512294108,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271845,shuffled_null,34,0.9392065460829249,94.63706223033216,0.3433526813569143,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271843,shuffled_null,35,0.9399459659798145,94.71156823445675,0.34132327936763024,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271831,shuffled_null,36,0.9403591953827437,94.75320637772089,0.3401831619276862,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271835,shuffled_null,37,0.944868604030904,95.20758692759864,0.327449723036515,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271842,shuffled_null,38,0.9465162522549205,95.37360854250355,0.32265613928344755,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271829,shuffled_null,39,0.9465257348209585,95.37456403221556,0.32262832070610953,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271833,shuffled_null,40,0.9487561077419311,95.59930260734501,0.3160092530644966,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271846,shuffled_null,41,0.9492125086905687,95.64529083555567,0.31463568352200105,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271840,shuffled_null,42,0.9504593094092573,95.77092194161584,0.3108490005730717,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271838,shuffled_null,43,0.951013305292199,95.82674410668481,0.3091499525427856,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271828,shuffled_null,44,0.9530693697278351,96.0339188743186,0.3027520049257925,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271834,shuffled_null,45,0.9530808922743715,96.03507991813603,0.30271572932619073,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271836,shuffled_null,46,0.9570216635427632,96.43216298502658,0.29001644006821736,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271847,shuffled_null,47,0.9571048764410696,96.44054774796103,0.28974170478673683,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271839,shuffled_null,48,0.960123235526466,96.74468599932808,0.27957713175828597,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271832,shuffled_null,49,0.9615429711831567,96.88774251043655,0.27465453676986123,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271837,shuffled_null,50,0.9636138046518313,97.09640544689177,0.26729840157476054,Observed spectrum values shuffled across ell
SMICA_noSZ,shuffled_spectrum_null_seed_271830,shuffled_null,51,0.9643415571036446,97.16973580681926,0.2646608419145492,Observed spectrum values shuffled across ell
