component,mask_label,mask_threshold,galactic_cut_deg,galactic_cut_label,cptg_residual_fraction,planck_residual_fraction,cptg_minus_planck_residual_fraction,cptg_residual_rms_uK,planck_residual_rms_uK,cptg_minus_planck_residual_rms_uK,cptg_corr,planck_corr,observed_rms_uK,valid_sky_fraction,temperature_field,temperature_unit_inference,mask_field,mask_source_used
SMICA,mask_ge_0.99_abs_b_gt_30deg,0.99,30.0,abs_b_gt_30deg,0.19537732503681574,0.19532729121336273,5.003382345300511e-05,19.28042445516596,19.275486966370334,0.004937488795626166,0.9807281482966921,0.9807381145378463,98.68301990281049,0.49300257364908856,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,mask_ge_0.99_abs_b_gt_40deg,0.99,40.0,abs_b_gt_40deg,0.1922075419766546,0.19220453201462545,3.009962029149049e-06,18.886875219161972,18.886579451489826,0.0002957676721457858,0.9813542993268498,0.9813548888516521,98.26292467470375,0.35522715250651044,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.50_no_galactic_cut,0.5,-1.0,no_galactic_cut,0.18096437784064875,0.18071093806820956,0.00025343977243919014,18.241064399201257,18.215517873053148,0.025546526148108484,0.9834896511670811,0.983536250914275,100.79919936101311,0.842749277750651,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.50_abs_b_gt_10deg,0.5,10.0,abs_b_gt_10deg,0.18551816271417917,0.18532656662847286,0.00019159608570631925,18.591449393987173,18.572248853838534,0.019200540148638368,0.9826408353529561,0.9826769884869098,100.21363472982597,0.7878214518229166,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.50_abs_b_gt_20deg,0.5,20.0,abs_b_gt_20deg,0.19143229644290918,0.19128522618651952,0.00014707025638965865,19.05909904020526,19.044456648955283,0.01464239124997846,0.9815058206035228,0.9815344936591743,99.56052032155009,0.646630605061849,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.50_abs_b_gt_30deg,0.5,30.0,abs_b_gt_30deg,0.19597901108099078,0.1959363199016955,4.269117929528443e-05,19.356184600620583,19.35196813711921,0.004216463501371948,0.98060809053144,0.9806166215924451,98.7666204347842,0.49425379435221356,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.50_abs_b_gt_40deg,0.5,40.0,abs_b_gt_40deg,0.19359079242002453,0.19359559704040472,-4.8046203801888065e-06,19.031667033844744,19.032139370024357,-0.00047233617961239815,0.9810823640705131,0.9810814159928669,98.3087408028821,0.35579681396484375,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.70_no_galactic_cut,0.7,-1.0,no_galactic_cut,0.1810130636608048,0.1807625545083073,0.0002505091524974967,18.243779383594244,18.218531295863407,0.0252480877308372,0.983480691617344,0.9835267657199936,100.78708693523214,0.8408215840657552,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.70_abs_b_gt_10deg,0.7,10.0,abs_b_gt_10deg,0.18549367145425225,0.18530359787340292,0.0001900735808493259,18.588245463043343,18.56919826672032,0.01904719632302232,0.9826454588764059,0.9826813199685706,100.20959376841978,0.7867355346679688,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.70_abs_b_gt_20deg,0.7,20.0,abs_b_gt_20deg,0.1914131734422765,0.1912676597375437,0.00014551370473281366,19.056555498831386,19.042068564937477,0.014486933893909537,0.9815095501485238,0.9815379169133115,99.55717862113693,0.6460316975911459,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.70_abs_b_gt_30deg,0.7,30.0,abs_b_gt_30deg,0.19590545848444932,0.19586442640585539,4.103207859393332e-05,19.348063392262777,19.344010971958138,0.004052420304638815,0.9806227874855843,0.9806309838408661,98.76224757565188,0.49385325113932294,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.70_abs_b_gt_40deg,0.7,40.0,abs_b_gt_40deg,0.19351545491090721,0.19352113737628013,-5.682465372913725e-06,19.023814208648933,19.024372831553503,-0.0005586229045704272,0.9810972269406455,0.98109610609185,98.30643354768397,0.3556073506673177,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.80_no_galactic_cut,0.8,-1.0,no_galactic_cut,0.18080835663820335,0.18055947158117783,0.00024888505702552743,18.22095601132274,18.195874628137492,0.025081383185248995,0.983518346636092,0.9835640686921853,100.77496610282668,0.8397038777669271,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA_noSZ,mask_ge_0.80_abs_b_gt_10deg,0.8,10.0,abs_b_gt_10deg,0.18536228129377316,0.18517295985997387,0.00018932143379929434,18.574096230045722,18.555125409740455,0.018970820305266756,0.9826702522583901,0.9827059453044418,100.20429237493246,0.7860755920410156,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
