component,cptg_residual_fraction,planck_residual_fraction,cptg_minus_planck_residual_fraction,cptg_residual_rms_uK,planck_residual_rms_uK,cptg_minus_planck_residual_rms_uK,cptg_corr,planck_corr,valid_sky_fraction,temperature_field,temperature_unit_inference,temperature_scale_applied,raw_temperature_robust_std,mask_field,mask_source_used,self_spectrum_control_residual_fraction,run,family,source_path,control_id,planck_ahead,cptg_ahead,abs_gap_rms_uK,abs_gap_residual_fraction,split,observed_rms_uK,ell_min,ell_max,ell_band,observed_band_rms_uK,smoothing_arcmin,smoothing_label,mask_label,mask_threshold,galactic_cut_deg,galactic_cut_label
,0.1812654535695481,0.1810281574954824,0.0002372960740656,18.21892784377171,18.195077297703072,0.0238505460686369,0.9834342048872542,0.9834779134244912,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split full-band,split_maps,cptg_planck_splitmap_stability,full,True,False,0.0238505460686369,0.0002372960740656,full,100.50965302542576,,,,,,,,,,
,0.1813827103674143,0.1811445354871296,0.0002381748802847,18.24098220331648,18.21702984455113,0.0239523587653422,0.98341258502206,0.9834564846820382,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split full-band,split_maps,cptg_planck_splitmap_stability,hm1,True,False,0.0239523587653422,0.0002381748802847,hm1,100.56626767990724,,,,,,,,,,
,0.1814933047054612,0.1812546735094789,0.0002386311959823,18.23184961236056,18.20787799486741,0.0239716174931494,0.9833921803365584,0.9834361917943492,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split full-band,split_maps,cptg_planck_splitmap_stability,hm2,True,False,0.0239716174931494,0.0002386311959823,hm2,100.45466769117655,,,,,,,,,,
,0.1813687385236119,0.1811349114662897,0.0002338270573221,18.22366484468434,18.200170244904108,0.023494599780232,0.9834151619160412,0.983458257298244,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split full-band,split_maps,cptg_planck_splitmap_stability,oe1,True,False,0.023494599780232,0.0002338270573221,oe1,100.4785333626382,,,,,,,,,,
,0.1815296187191933,0.1812890962389459,0.0002405224802473,18.25260299288318,18.228418722713965,0.0241842701692149,0.9833854775863148,0.9834298468039632,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split full-band,split_maps,cptg_planck_splitmap_stability,oe2,True,False,0.0241842701692149,0.0002405224802473,oe2,100.54889731861324,,,,,,,,,,
,0.2412490456394991,0.2400496803914514,0.0011993652480476,10.352125924128064,10.30066051814521,0.0514654059828529,0.9704625171169862,0.9707598899774008,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,full | 2-30,True,False,0.0514654059828529,0.0011993652480476,full,,2.0,30.0,2-30,42.91053627460708,,,,,,
,0.2327046820230576,0.2316402241280206,0.001064457895037,10.910225877018457,10.860319377628477,0.04990649938998,0.9725470182838916,0.9728011029669444,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,full | 2-40,True,False,0.04990649938998,0.001064457895037,full,,2.0,40.0,2-40,46.88442786010386,,,,,,
,0.2127017152066205,0.2118885411752379,0.0008131740313826,11.401244205982987,11.357656425297952,0.0435877806850371,0.9771170749213062,0.977293735484209,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,full | 2-64,True,False,0.0435877806850371,0.0008131740313826,full,,2.0,64.0,2-64,53.60203228689392,,,,,,
,0.1937469473132608,0.1932034462739481,0.0005435010393126,11.76553098926323,11.732526194042428,0.033004795220803,0.9810515134789684,0.9811586927256448,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,full | 2-95,True,False,0.033004795220803,0.0005435010393126,full,,2.0,95.0,2-95,60.72627802615164,,,,,,
,0.2409674103951157,0.2397677125174813,0.0011996978776344,10.347037826004028,10.29552331082828,0.0515145151757483,0.970532499955147,0.9708295854679084,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm1 | 2-30,True,False,0.0515145151757483,0.0011996978776344,hm1,,2.0,30.0,2-30,42.939573484389136,,,,,,
,0.2324515690945068,0.231386734341769,0.0010648347527377,10.905048225616683,10.85509341405679,0.0499548115598926,0.97260755725729,0.9728614387265896,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm1 | 2-40,True,False,0.0499548115598926,0.0010648347527377,hm1,,2.0,40.0,2-40,46.91320548231304,,,,,,
,0.2125395825358861,0.2117265031372682,0.0008130793986178,11.40022742914162,11.356615364265997,0.0436120648756244,0.977152357216623,0.9773288559791116,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm1 | 2-64,True,False,0.0436120648756244,0.0008130793986178,hm1,,2.0,64.0,2-64,53.63813786176396,,,,,,
,0.1935913774247448,0.1930480395132222,0.0005433379115225,11.76420330353814,11.731185626104876,0.0330176774332624,0.981082224400396,0.9811892820217154,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm1 | 2-95,True,False,0.0330176774332624,0.0005433379115225,hm1,,2.0,95.0,2-95,60.76821943224854,,,,,,
,0.2414823270882984,0.2402835721102501,0.0011987549780483,10.358251246903956,10.306831313214312,0.0514199336896439,0.9704044757282124,0.970702003725408,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm2 | 2-30,True,False,0.0514199336896439,0.0011987549780483,hm2,,2.0,30.0,2-30,42.89444851637712,,,,,,
,0.2329167738066392,0.2318530167680842,0.0010637570385549,10.91680296301179,10.866944699046384,0.0498582639654046,0.9724962327242612,0.9727503958262133,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm2 | 2-40,True,False,0.0498582639654046,0.0010637570385549,hm2,,2.0,40.0,2-40,46.86997327240417,,,,,,
,0.2128379294283038,0.2120251769367542,0.0008127524915496,11.404785705955906,11.36123487822984,0.043550827726067,0.9770874101545192,0.9772640979907626,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm2 | 2-64,True,False,0.043550827726067,0.0008127524915496,hm2,,2.0,64.0,2-64,53.584366924588494,,,,,,
,0.1938726823928082,0.1933289435377011,0.0005437388551071,11.768482166070829,11.735476066705251,0.0330060993655756,0.9810266733565542,0.981133971831222,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,hm2 | 2-95,True,False,0.0330060993655756,0.0005437388551071,hm2,,2.0,95.0,2-95,60.702116568576365,,,,,,
,0.2409116717102752,0.2397122761734562,0.001199395536819,10.326269206464934,10.274859156008263,0.0514100504566688,0.9705463334250408,0.97084327121345,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe1 | 2-30,True,False,0.0514100504566688,0.001199395536819,oe1,,2.0,30.0,2-30,42.86329978600411,,,,,,
,0.2325248863001127,0.2314613491587131,0.0010635371413995,10.892010421038863,10.842191849738349,0.0498185713005145,0.972590019442563,0.972843677114262,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe1 | 2-40,True,False,0.0498185713005145,0.0010635371413995,oe1,,2.0,40.0,2-40,46.84234274597551,,,,,,
,0.2126042143718291,0.2117928329591267,0.0008113814127023,11.387666744672227,11.344206923530034,0.0434598211421946,0.9771382945040112,0.9773144816263962,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe1 | 2-64,True,False,0.0434598211421946,0.0008113814127023,oe1,,2.0,64.0,2-64,53.56275169953141,,,,,,
,0.1936685602282697,0.1931271502305714,0.0005414099976982,11.75260285048844,11.719747870440406,0.0328549800480342,0.9810669907957028,0.9811737133472328,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe1 | 2-95,True,False,0.0328549800480342,0.0005414099976982,oe1,,2.0,95.0,2-95,60.68410296764792,,,,,,
,0.241749299490612,0.2405496646334168,0.0011996348571952,10.384405049531408,10.332874417199069,0.0515306323323407,0.9703380449606838,0.9706361406616664,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe2 | 2-30,True,False,0.0515306323323407,0.0011996348571952,oe2,,2.0,30.0,2-30,42.9552642816848,,,,,,
,0.2330558336430426,0.2319902382239788,0.0010655954190637,10.935937182031015,10.885935067163595,0.0500021148674196,0.9724629475445192,0.9727177095928256,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe2 | 2-40,True,False,0.0500021148674196,0.0010655954190637,oe2,,2.0,40.0,2-40,46.92410831809909,,,,,,
,0.2129685802584618,0.2121538365645331,0.0008147436939286,11.424367855838174,11.380662199086508,0.0437056567516656,0.977058949183646,0.9772361830524344,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe2 | 2-64,True,False,0.0437056567516656,0.0008147436939286,oe2,,2.0,64.0,2-64,53.64344281195559,,,,,,
,0.193977332318271,0.1934319451449644,0.0005453871733065,11.788274884022607,11.75513093962291,0.033143944399697,0.981005988234265,0.981113671935248,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck SMICA split bands,split_maps_bandlimited,cptg_planck_splitmap_stability_bands,oe2 | 2-95,True,False,0.033143944399697,0.0005453871733065,oe2,,2.0,95.0,2-95,60.77140428285109,,,,,,
SMICA,0.2412490456394991,0.2400496803914514,0.0011993652480476,10.352125924128064,10.30066051814521,0.0514654059828529,0.9704625171169862,0.9707598899774008,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA | 2-30,True,False,0.0514654059828529,0.0011993652480476,,,2.0,30.0,2-30,42.91053627460708,,,,,,
SMICA,0.2327046820230576,0.2316402241280206,0.001064457895037,10.910225877018457,10.860319377628477,0.04990649938998,0.9725470182838916,0.9728011029669444,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA | 2-40,True,False,0.04990649938998,0.001064457895037,,,2.0,40.0,2-40,46.88442786010386,,,,,,
SMICA,0.2127017152066205,0.2118885411752379,0.0008131740313826,11.401244205982987,11.357656425297952,0.0435877806850371,0.9771170749213062,0.977293735484209,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA | 2-64,True,False,0.0435877806850371,0.0008131740313826,,,2.0,64.0,2-64,53.60203228689392,,,,,,
SMICA,0.1937469473132608,0.1932034462739481,0.0005435010393126,11.76553098926323,11.732526194042428,0.033004795220803,0.9810515134789684,0.9811586927256448,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA | 2-95,True,False,0.033004795220803,0.0005435010393126,,,2.0,95.0,2-95,60.72627802615164,,,,,,
SMICA_noSZ,0.2383197909769598,0.2371503270380634,0.0011694639388963,10.282556031191726,10.23209828939502,0.0504577417967055,0.9711857847221832,0.9714720231192252,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA_noSZ | 2-30,True,False,0.0504577417967055,0.0011694639388963,,,2.0,30.0,2-30,43.14604334386068,,,,,,
SMICA_noSZ,0.2300205371232488,0.2289834081505291,0.0010371289727196,10.8443878638884,10.795492104467485,0.0488957594209154,0.9731852352500326,0.9734297909195504,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA_noSZ | 2-40,True,False,0.0488957594209154,0.0010371289727196,,,2.0,40.0,2-40,47.14530276084782,,,,,,
SMICA_noSZ,0.2101374280597369,0.2093457004393135,0.0007917276204233,11.320827825829737,11.278174728956298,0.0426530968734386,0.9776717310206208,0.977841567882504,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA_noSZ | 2-64,True,False,0.0426530968734386,0.0007917276204233,,,2.0,64.0,2-64,53.87344810659575,,,,,,
SMICA_noSZ,0.1913205289711196,0.190790622790303,0.0005299061808166,11.668497788159458,11.636179201481683,0.0323185866777748,0.9815275817878774,0.9816307234449204,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SMICA_noSZ | 2-95,True,False,0.0323185866777748,0.0005299061808166,,,2.0,95.0,2-95,60.98926158583249,,,,,,
NILC,0.245835995948071,0.2445989237275017,0.0012370722205693,10.530298999818864,10.477309443441134,0.052989556377728,0.969311389271251,0.9696242951406424,0.7820383707682291,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-nilc_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,NILC | 2-30,True,False,0.052989556377728,0.0012370722205693,,,2.0,30.0,2-30,42.834650634495446,,,,,,
NILC,0.2372815120242765,0.2361810154500347,0.0011004965742417,11.086902686372484,11.035482336252429,0.0514203501200576,0.9714408468455348,0.9717089915904216,0.7820383707682291,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-nilc_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,NILC | 2-40,True,False,0.0514203501200576,0.0011004965742417,,,2.0,40.0,2-40,46.7246798614389,,,,,,
NILC,0.2166253369253801,0.2157816593787903,0.0008436775465897,11.58286807811124,11.537756985100083,0.0451110930111546,0.9762547625970948,0.9764415877867592,0.7820383707682291,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-nilc_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,NILC | 2-64,True,False,0.0451110930111546,0.0008436775465897,,,2.0,64.0,2-64,53.46959059595663,,,,,,
NILC,0.1973498900754559,0.196784128141278,0.0005657619341778,11.961426561946425,11.927135588565967,0.0342909733804557,0.9803331108495632,0.9804468340123969,0.7820383707682291,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-nilc_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,NILC | 2-95,True,False,0.0342909733804557,0.0005657619341778,,,2.0,95.0,2-95,60.61025196098676,,,,,,
SEVEM,0.2482859767100306,0.2470774190604084,0.0012085576496222,10.607796006156416,10.55616146288197,0.0516345432744458,0.9686865426467154,0.9689955095630112,0.8378740946451823,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SEVEM | 2-30,True,False,0.0516345432744458,0.0012085576496222,,,2.0,30.0,2-30,42.72410446501011,,,,,,
SEVEM,0.2386911227696231,0.2376121144944506,0.0010790082751724,11.13155319806422,11.081232776102713,0.0503204219615103,0.9710953742003317,0.9713599558523498,0.8378740946451823,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SEVEM | 2-40,True,False,0.0503204219615103,0.0010790082751724,,,2.0,40.0,2-40,46.63580726798975,,,,,,
SEVEM,0.2181679794508245,0.2173352327912033,0.0008327466596212,11.607776408274605,11.563469553281704,0.0443068549929002,0.975911222984754,0.976097013173849,0.8378740946451823,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SEVEM | 2-64,True,False,0.0443068549929002,0.0008327466596212,,,2.0,64.0,2-64,53.20568324230649,,,,,,
SEVEM,0.1987860966133162,0.1982347264548325,0.0005513701584837,12.001059492405286,11.9677723250076,0.0332871673976864,0.9800428864251944,0.9801545617018677,0.8378740946451823,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,SEVEM | 2-95,True,False,0.0332871673976864,0.0005513701584837,,,2.0,95.0,2-95,60.37172466719365,,,,,,
COMMANDER,0.236226053147606,0.2350461495010772,0.0011799036465288,10.257744399155593,10.206508941167554,0.0512354579880369,0.9716979113597686,0.9719839972577804,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,COMMANDER | 2-30,True,False,0.0512354579880369,0.0011799036465288,,,2.0,30.0,2-30,43.42342541170103,,,,,,
COMMANDER,0.2281637687859523,0.2271124416129228,0.0010513271730295,10.788321241111756,10.73861109066805,0.0497101504437065,0.9736226466056492,0.9738684225347214,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,COMMANDER | 2-40,True,False,0.0497101504437065,0.0010513271730295,,,2.0,40.0,2-40,47.283235627268326,,,,,,
COMMANDER,0.2088809085752553,0.2080694188864416,0.0008114896888136,11.24370212583466,11.200021023519268,0.0436811023153911,0.977941054686925,0.978114031080104,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,COMMANDER | 2-64,True,False,0.0436811023153911,0.0008114896888136,,,2.0,64.0,2-64,53.82829001715009,,,,,,
COMMANDER,0.1904149447563579,0.1898666797330586,0.0005482650232992,11.590681454723027,11.557308206389193,0.0333732483338344,0.981703676999734,0.9818098618240446,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Planck low-ell bands non-inpainted,planck_lowell_bands,cptg_planck_lowell_bandtest,COMMANDER | 2-95,True,False,0.0333732483338344,0.0005482650232992,,,2.0,95.0,2-95,60.87064998786561,,,,,,
SMICA,0.2490951060516665,0.2480547307544242,0.0010403752972422,11.322534109770526,11.275244201202254,0.0472899085682723,0.968479001604868,0.9687459932246736,0.9830919901529948,I_STOKES_INP,K_CMB_to_uK,,,TMASKINP,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Planck low-ell bands inpainted,planck_lowell_bands_inpainted,cptg_planck_lowell_bandtest_inpainted,SMICA | 2-30,True,False,0.0472899085682723,0.0010403752972422,,,2.0,30.0,2-30,45.45466303710537,,,,,,
