component,cptg_residual_fraction,planck_residual_fraction,cptg_minus_planck_residual_fraction,cptg_residual_rms_uK,planck_residual_rms_uK,cptg_minus_planck_residual_rms_uK,cptg_corr,planck_corr,valid_sky_fraction,temperature_field,temperature_unit_inference,temperature_scale_applied,raw_temperature_robust_std,mask_field,mask_source_used,self_spectrum_control_residual_fraction,run,family,source_path,control_id,planck_ahead,cptg_ahead,abs_gap_rms_uK,abs_gap_residual_fraction,split,observed_rms_uK,ell_min,ell_max,ell_band,observed_band_rms_uK,smoothing_arcmin,smoothing_label,mask_label,mask_threshold,galactic_cut_deg,galactic_cut_label
COMMANDER,0.2088809085752553,0.2080694188864416,0.0008114896888136,11.24370212583466,11.200021023519268,0.0436811023153911,0.977941054686925,0.978114031080104,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-64 | native,True,False,0.0436811023153911,0.0008114896888136,,,2.0,64.0,2-64,53.82829001715009,-1.0,native,,,,
COMMANDER,0.1904149447563579,0.1898666797330586,0.0005482650232992,11.590681454723027,11.557308206389193,0.0333732483338344,0.981703676999734,0.9818098618240446,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-95 | native,True,False,0.0333732483338344,0.0005482650232992,,,2.0,95.0,2-95,60.87064998786561,-1.0,native,,,,
COMMANDER,0.2362461117403084,0.2350661580196602,0.0011799537206482,10.2571715586812,10.20594113776618,0.0512304209150205,0.9716930348325616,0.971979158624718,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-30 | 10arcmin,True,False,0.0512304209150205,0.0011799537206482,,,2.0,30.0,2-30,43.417313762845374,10.0,10arcmin,,,,
COMMANDER,0.228193433761474,0.2271418544984519,0.0010515792630221,10.786911588032462,10.737202477866369,0.0497091101660931,0.973615694332841,0.973861562837917,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-40 | 10arcmin,True,False,0.0497091101660931,0.0010515792630221,,,2.0,40.0,2-40,47.27091139400533,10.0,10arcmin,,,,
COMMANDER,0.2089684489879237,0.208156054670926,0.0008123943169977,11.240956552346596,11.19725574839761,0.043700803948985,0.9779223526504036,0.9780955975012844,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-64 | 10arcmin,True,False,0.043700803948985,0.0008123943169977,,,2.0,64.0,2-64,53.792601738629976,10.0,10arcmin,,,,
COMMANDER,0.1906278049083791,0.1900772222921152,0.0005505826162639,11.58563418664666,11.55217186574008,0.0334623209065796,0.981662365851502,0.9817691227201636,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-95 | 10arcmin,True,False,0.0334623209065796,0.0005505826162639,,,2.0,95.0,2-95,60.77620309490017,10.0,10arcmin,,,,
COMMANDER,0.2363124575667082,0.2351323209183283,0.0011801366483798,10.255257544693755,10.20404312548079,0.0512144192129646,0.9716769017658125,0.9719631551042166,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-30 | 20arcmin,True,False,0.0512144192129646,0.0011801366483798,,,2.0,30.0,2-30,43.39702464394547,20.0,20arcmin,,,,
COMMANDER,0.2282898323550657,0.2272374476863695,0.0010523846686961,10.782433615053726,10.732728081913436,0.0497055331402904,0.973593095505178,0.9738392617467722,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-40 | 20arcmin,True,False,0.0497055331402904,0.0010523846686961,,,2.0,40.0,2-40,47.23133528909645,20.0,20arcmin,,,,
COMMANDER,0.2092403910249149,0.208425214686013,0.0008151763389019,11.232435842271064,11.188675572650066,0.0437602696209982,0.9778642027527864,0.9780382766585632,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-64 | 20arcmin,True,False,0.0437602696209982,0.0008151763389019,,,2.0,64.0,2-64,53.68196736419585,20.0,20arcmin,,,,
COMMANDER,0.1912746062064584,0.1907169974981819,0.0005576087082765,11.570228040690484,11.53649821089138,0.0337298297991033,0.9815365428838144,0.9816450412923844,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-95 | 20arcmin,True,False,0.0337298297991033,0.0005576087082765,,,2.0,95.0,2-95,60.49014173999544,20.0,20arcmin,,,,
COMMANDER,0.2365678237352465,0.2353870104248347,0.0011808133104118,10.247829690131226,10.196678297224626,0.0511513929066005,0.9716147610463888,0.9719015066479346,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-30 | 40arcmin,True,False,0.0511513929066005,0.0011808133104118,,,2.0,30.0,2-30,43.31878075523923,40.0,40arcmin,,,,
COMMANDER,0.2286614917233375,0.227605989799361,0.0010555019239765,10.764935394962189,10.71524443066719,0.0496909642949994,0.9735058732449536,0.9737531918456468,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-40 | 40arcmin,True,False,0.0496909642949994,0.0010555019239765,,,2.0,40.0,2-40,47.078042366604144,40.0,40arcmin,,,,
COMMANDER,0.2102928100378524,0.2094667762334959,0.0008260338043565,11.199187504668847,11.155196901953907,0.0439906027149383,0.9776384168863094,0.9778157343024214,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-64 | 40arcmin,True,False,0.0439906027149383,0.0008260338043565,,,2.0,64.0,2-64,53.25520878556432,40.0,40arcmin,,,,
COMMANDER,0.193749158077562,0.1931641482021786,0.0005850098753834,11.510771070568724,11.476015230510496,0.0347558400582279,0.9810510803115748,0.98116643365752,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-95 | 40arcmin,True,False,0.0347558400582279,0.0005850098753834,,,2.0,95.0,2-95,59.41068949554202,40.0,40arcmin,,,,
COMMANDER,0.2369878717153025,0.2358059625347337,0.0011819091805687,10.235571300015048,10.184524317735772,0.051046982279276,0.971512392025592,0.9717999441342248,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-30 | 60arcmin,True,False,0.051046982279276,0.0011819091805687,,,2.0,30.0,2-30,43.19027478465737,60.0,60arcmin,,,,
COMMANDER,0.2292697435140367,0.2282091772614083,0.0010605662526284,10.736322555959823,10.68665799400908,0.0496645619507454,0.973362803696534,0.9736120051196172,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-40 | 60arcmin,True,False,0.0496645619507454,0.0010605662526284,,,2.0,40.0,2-40,46.82834460144327,60.0,60arcmin,,,,
COMMANDER,0.2119798003559785,0.2111362514711186,0.0008435488848599,11.145527174529448,11.101174849433084,0.044352325096364,0.9772740170347756,0.9774566097380044,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-64 | 60arcmin,True,False,0.044352325096364,0.0008435488848599,,,2.0,64.0,2-64,52.578251115496464,60.0,60arcmin,,,,
COMMANDER,0.1975727035030779,0.1969440566789827,0.0006286468240951,11.41752288699324,11.38119403500772,0.0363288519855196,0.9802882144094056,0.9804147057724262,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-95 | 60arcmin,True,False,0.0363288519855196,0.0006286468240951,,,2.0,95.0,2-95,57.78896924804884,60.0,60arcmin,,,,
COMMANDER,0.2391678537488525,0.2379806119844384,0.001187241764414,10.171165364845857,10.12067516675014,0.0504901980957175,0.970978021040175,0.9712696907104416,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-30 | 120arcmin,True,False,0.0504901980957175,0.001187241764414,,,2.0,30.0,2-30,42.52730960878415,120.0,120arcmin,,,,
COMMANDER,0.2323686213463502,0.2312832174360658,0.0010854039102844,10.591831497018063,10.542356592629828,0.0494749043882372,0.9726276705469932,0.9728863434407512,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-40 | 120arcmin,True,False,0.0494749043882372,0.0010854039102844,,,2.0,40.0,2-40,45.5820215124086,120.0,120arcmin,,,,
COMMANDER,0.2198710189422909,0.2189446978764776,0.0009263210658133,10.888502917798585,10.842629433987724,0.04587348381086,0.9755289219388348,0.9757372403803384,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-64 | 120arcmin,True,False,0.04587348381086,0.0009263210658133,,,2.0,64.0,2-64,49.52222885116325,120.0,120arcmin,,,,
COMMANDER,0.2130186642697036,0.2122014136837474,0.0008172505859561,11.016531139162856,10.974265985733451,0.0422651534294029,0.977048106245771,0.9772259276310544,0.8803787231445312,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits,,Smoothing ladder bands,smoothing_beam_transfer_bandlimited,cptg_cmb_smoothing_ladder_v2_bands,COMMANDER | 2-95 | 120arcmin,True,False,0.0422651534294029,0.0008172505859561,,,2.0,95.0,2-95,51.716271796798,120.0,120arcmin,,,,
SMICA,0.181775239631512,0.1815284585149887,0.0002467811165232,18.275645346606414,18.250834023716887,0.0248113228895263,0.9833401050790648,0.983385691755362,0.842749277750651,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.50_no_galactic_cut | no_galactic_cut,True,False,0.0248113228895263,0.0002467811165232,,100.53979509890412,,,,,,,mask_ge_0.50_no_galactic_cut,0.5,-1.0,no_galactic_cut
SMICA,0.1859428493407253,0.1857543391590567,0.0001885101816685,18.59672918033341,18.577875684172326,0.0188534961610855,0.9825605613798328,0.9825962169088492,0.7878214518229166,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.50_abs_b_gt_10deg | abs_b_gt_10deg,True,False,0.0188534961610855,0.0001885101816685,,100.01314514792875,,,,,,,mask_ge_0.50_abs_b_gt_10deg,0.5,10.0,abs_b_gt_10deg
SMICA,0.1924489672391994,0.19229991537844,0.0001490518607593,19.130887990325824,19.1160711040944,0.0148168862314221,0.9813069830631828,0.981336202606143,0.646630605061849,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.50_abs_b_gt_20deg | abs_b_gt_20deg,True,False,0.0148168862314221,0.0001490518607593,,99.40758978741408,,,,,,,mask_ge_0.50_abs_b_gt_20deg,0.5,20.0,abs_b_gt_20deg
SMICA,0.1956125416633648,0.1955587756165951,5.376604676973762e-05,19.305962384906863,19.30065594970749,0.0053064351993725,0.9806812599127191,0.980691982877059,0.4942537943522135,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.50_abs_b_gt_30deg | abs_b_gt_30deg,True,False,0.0053064351993725,5.376604676973762e-05,,98.69491097422086,,,,,,,mask_ge_0.50_abs_b_gt_30deg,0.5,30.0,abs_b_gt_30deg
SMICA,0.1924012320852551,0.1923963649459268,4.867139328262882e-06,18.906990691852,18.90651240511247,0.0004782867395292,0.981316343434713,0.98131729769509,0.3557968139648437,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.50_abs_b_gt_40deg | abs_b_gt_40deg,True,False,0.0004782867395292,4.867139328262882e-06,,98.26855310091828,,,,,,,mask_ge_0.50_abs_b_gt_40deg,0.5,40.0,abs_b_gt_40deg
SMICA,0.1818315241463586,0.1815879735237762,0.0002435506225823,18.27933719044304,18.25485329539774,0.0244838950452965,0.9833296989446684,0.983374703697186,0.8408215840657552,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.70_no_galactic_cut | no_galactic_cut,True,False,0.0244838950452965,0.0002435506225823,,100.52897744909048,,,,,,,mask_ge_0.70_no_galactic_cut,0.7,-1.0,no_galactic_cut
SMICA,0.1859308815286935,0.1857440197114903,0.0001868618172032,18.595018928839043,18.576330806675564,0.0186881221634784,0.9825628261307076,0.98259816768678,0.7867355346679688,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.70_abs_b_gt_10deg | abs_b_gt_10deg,True,False,0.0186881221634784,0.0001868618172032,,100.0103843748484,,,,,,,mask_ge_0.70_abs_b_gt_10deg,0.7,10.0,abs_b_gt_10deg
SMICA,0.1924379860094381,0.1922905589927061,0.0001474270167319,19.12931495433996,19.114659958752416,0.014654995587545,0.9813091365826732,0.9813380360111764,0.6460316975911459,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.70_abs_b_gt_20deg | abs_b_gt_20deg,True,False,0.014654995587545,0.0001474270167319,,99.4050881066785,,,,,,,mask_ge_0.70_abs_b_gt_20deg,0.7,20.0,abs_b_gt_20deg
SMICA,0.195543089844449,0.1954909512600132,5.2138584435784674e-05,19.298424192979198,19.29327856231506,0.0051456306641348,0.9806951106302536,0.9807055052233852,0.4938532511393229,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.70_abs_b_gt_30deg | abs_b_gt_30deg,True,False,0.0051456306641348,5.2138584435784674e-05,,98.69141480954782,,,,,,,mask_ge_0.70_abs_b_gt_30deg,0.7,30.0,abs_b_gt_30deg
SMICA,0.1923283826004031,0.1923243405799565,4.0420204465985154e-06,18.89952246341682,18.899125266418668,0.0003971969981506,0.9813306238196752,0.9813314159958828,0.3556073506673177,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.70_abs_b_gt_40deg | abs_b_gt_40deg,True,False,0.0003971969981506,4.0420204465985154e-06,,98.2669443161906,,,,,,,mask_ge_0.70_abs_b_gt_40deg,0.7,40.0,abs_b_gt_40deg
SMICA,0.181641580932141,0.1813998421145377,0.0002417388176033,18.258488336048472,18.234188914303022,0.0242994217454466,0.983364803151136,0.9834094250518552,0.8397038777669271,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.80_no_galactic_cut | no_galactic_cut,True,False,0.0242994217454466,0.0002417388176033,,100.5193207543685,,,,,,,mask_ge_0.80_no_galactic_cut,0.8,-1.0,no_galactic_cut
SMICA,0.1858132191210015,0.1856272762892979,0.0001859428317036,18.58269287635588,18.564097221264955,0.0185956550909232,0.982585084152966,0.9826202289274408,0.7860755920410156,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.80_abs_b_gt_10deg | abs_b_gt_10deg,True,False,0.0185956550909232,0.0001859428317036,,100.00737818472878,,,,,,,mask_ge_0.80_abs_b_gt_10deg,0.8,10.0,abs_b_gt_10deg
SMICA,0.1924020018558761,0.1922555190628782,0.0001464827929978,19.12537364716032,19.110812789570783,0.014560857589533,0.9813161925097597,0.9813449013419612,0.6456820170084635,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.80_abs_b_gt_20deg | abs_b_gt_20deg,True,False,0.014560857589533,0.0001464827929978,,99.40319467926685,,,,,,,mask_ge_0.80_abs_b_gt_20deg,0.8,20.0,abs_b_gt_20deg
SMICA,0.1954899467885524,0.1954386309810995,5.131580745290632e-05,19.292341767543206,19.28727755778857,0.0050642097546322,0.9807057054512373,0.9807159331428412,0.4936459859212239,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.80_abs_b_gt_30deg | abs_b_gt_30deg,True,False,0.0050642097546322,5.131580745290632e-05,,98.68712987277225,,,,,,,mask_ge_0.80_abs_b_gt_30deg,0.8,30.0,abs_b_gt_30deg
SMICA,0.1922898929215538,0.1922864894435708,3.403477982916181e-06,18.895283851711056,18.89494941040687,0.0003344413041865,0.9813381665257992,0.9813388334196644,0.3555208841959635,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.80_abs_b_gt_40deg | abs_b_gt_40deg,True,False,0.0003344413041865,3.403477982916181e-06,,98.26457108392869,,,,,,,mask_ge_0.80_abs_b_gt_40deg,0.8,40.0,abs_b_gt_40deg
SMICA,0.1814560042506184,0.1812161761280481,0.0002398281225703,18.239213355837915,18.21510681654562,0.0241065392922941,0.98339906371798,0.983443286371679,0.8384526570638021,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.90_no_galactic_cut | no_galactic_cut,True,False,0.0241065392922941,0.0002398281225703,,100.5158987775724,,,,,,,mask_ge_0.90_no_galactic_cut,0.9,-1.0,no_galactic_cut
SMICA,0.185685617439729,0.1855006138275808,0.0001850036121481,18.57006744254897,18.55156558116586,0.0185018613831111,0.9826092058779148,0.9826441483413978,0.7853101094563802,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.90_abs_b_gt_10deg | abs_b_gt_10deg,True,False,0.0185018613831111,0.0001850036121481,,100.00810885946272,,,,,,,mask_ge_0.90_abs_b_gt_10deg,0.9,10.0,abs_b_gt_10deg
SMICA,0.1923437646277806,0.1921981402980985,0.000145624329682,19.11984013868893,19.105364421687064,0.014475717001865,0.9813276090117984,0.9813561406879528,0.6452649434407552,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.90_abs_b_gt_20deg | abs_b_gt_20deg,True,False,0.014475717001865,0.000145624329682,,99.40452281200392,,,,,,,mask_ge_0.90_abs_b_gt_20deg,0.9,20.0,abs_b_gt_20deg
SMICA,0.1954282211452278,0.1953774907235143,5.0730421713440776e-05,19.286237952836416,19.281231516310108,0.0050064365263082,0.9807180075740488,0.9807281152891372,0.493390401204427,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.90_abs_b_gt_30deg | abs_b_gt_30deg,True,False,0.0050064365263082,5.0730421713440776e-05,,98.68706699481396,,,,,,,mask_ge_0.90_abs_b_gt_30deg,0.9,30.0,abs_b_gt_30deg
SMICA,0.1922642072085723,0.1922607730134922,3.4341950800875765e-06,18.89248318534901,18.8921457305843,0.0003374547647112,0.9813431992052823,0.9813438720246102,0.3554026285807292,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.90_abs_b_gt_40deg | abs_b_gt_40deg,True,False,0.0003374547647112,3.4341950800875765e-06,,98.26313207041204,,,,,,,mask_ge_0.90_abs_b_gt_40deg,0.9,40.0,abs_b_gt_40deg
SMICA,0.1813920294829559,0.1811530431081335,0.0002389863748224,18.232743205140828,18.208721327144943,0.0240218779958816,0.9834108661388964,0.9834549176106968,0.8376681009928385,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.95_no_galactic_cut | no_galactic_cut,True,False,0.0240218779958816,0.0002389863748224,,100.51568008314293,,,,,,,mask_ge_0.95_no_galactic_cut,0.95,-1.0,no_galactic_cut
SMICA,0.1856212067669035,0.1854369399431148,0.0001842668237886,18.56376558703133,18.5453372717442,0.0184283152871351,0.982621375504522,0.9826561663697704,0.7848409016927084,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.95_abs_b_gt_10deg | abs_b_gt_10deg,True,False,0.0184283152871351,0.0001842668237886,,100.0088616509376,,,,,,,mask_ge_0.95_abs_b_gt_10deg,0.95,10.0,abs_b_gt_10deg
SMICA,0.1923158538163022,0.1921706178989088,0.0001452359173933,19.11713157857615,19.102694421744573,0.0144371568315762,0.9813330792197452,0.9813615305361992,0.6449979146321615,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.95_abs_b_gt_20deg | abs_b_gt_20deg,True,False,0.0144371568315762,0.0001452359173933,,99.4048654815354,,,,,,,mask_ge_0.95_abs_b_gt_20deg,0.95,20.0,abs_b_gt_20deg
SMICA,0.1954086129807916,0.1953583307564628,5.028222432879037e-05,19.283906967482604,19.27894486411733,0.0049621033652691,0.9807219147000454,0.9807319320813656,0.4932276407877604,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.95_abs_b_gt_30deg | abs_b_gt_30deg,True,False,0.0049621033652691,5.028222432879037e-05,,98.68504091668768,,,,,,,mask_ge_0.95_abs_b_gt_30deg,0.95,30.0,abs_b_gt_30deg
SMICA,0.1922796396446368,0.1922763940800108,3.245564625942165e-06,18.894085470161222,18.893766549366728,0.0003189207944984,0.9813401755650936,0.9813408114817136,0.3553326924641927,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.95_abs_b_gt_40deg | abs_b_gt_40deg,True,False,0.0003189207944984,3.245564625942165e-06,,98.26357853114602,,,,,,,mask_ge_0.95_abs_b_gt_40deg,0.95,40.0,abs_b_gt_40deg
SMICA,0.1812654535695481,0.1810281574954824,0.0002372960740656,18.21892784377171,18.195077297703072,0.0238505460686369,0.9834342048872542,0.9834779134244912,0.8364308675130209,I_STOKES,K_CMB_to_uK,,,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits,,Mask ladder non-inpainted,mask_sky_fraction,cptg_cmb_mask_ladder,SMICA | mask_ge_0.99_no_galactic_cut | no_galactic_cut,True,False,0.0238505460686369,0.0002372960740656,,100.50965302542576,,,,,,,mask_ge_0.99_no_galactic_cut,0.99,-1.0,no_galactic_cut
