component,ell_min,ell_max,ell_band,smoothing_arcmin,smoothing_label,cptg_residual_fraction,planck_residual_fraction,cptg_minus_planck_residual_fraction,cptg_residual_rms_uK,planck_residual_rms_uK,cptg_minus_planck_residual_rms_uK,cptg_corr,planck_corr,observed_band_rms_uK,valid_sky_fraction,temperature_field,temperature_unit_inference,mask_field,mask_source_used
SEVEM,2,95,2-95,20.0,20arcmin,0.19969417841110465,0.19913300877099904,0.0005611696401056077,11.979694610468554,11.946029928970969,0.03366468149758539,0.9798582581604071,0.9799724567339297,59.99020455071205,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,30,2-30,40.0,40arcmin,0.24864130333095888,0.24743170599255424,0.0012095973384046443,10.59698035674338,10.54542786299868,0.05155249374469939,0.9685953977967685,0.9689051025083457,42.619549587214244,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,40,2-40,40.0,40arcmin,0.23923990129426617,0.23815661902314822,0.0010832822711179524,11.108123467535336,11.057825698840935,0.05029776869440106,0.9709603208067741,0.9712265969921354,46.43089805438556,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,64,2-64,40.0,40arcmin,0.219693251533989,0.21884580593357322,0.0008474456004157749,11.56364932781994,11.519043662060126,0.04460566575981417,0.9755689920577394,0.9757594459650651,52.6354325728158,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,95,2-95,40.0,40arcmin,0.2023053250638877,0.2017154572282591,0.0005898678356286158,11.917621037250328,11.882872464394596,0.0347485728557313,0.9793224827761042,0.9794441506849126,58.9090822670474,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,30,2-30,60.0,60arcmin,0.24907763853715129,0.24786678706375528,0.0012108514733960019,10.583630878523506,10.5321802339839,0.05145064453960657,0.9684832833523381,0.9687938895776272,42.491292838176236,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,40,2-40,60.0,60arcmin,0.23991045186709284,0.23882199280963748,0.0010884590574553599,11.079499030214604,11.029232020262967,0.050267009951637576,0.9707948528629619,0.9710631956710661,46.18181052133776,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,64,2-64,60.0,60arcmin,0.2215159215461071,0.22065077354194895,0.0008651480041581561,11.510393430574183,11.46543867592706,0.044954754647122286,0.9751567465988075,0.9753528695790914,51.96192377611272,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,95,2-95,60.0,60arcmin,0.20633670431695691,0.2057012510106351,0.0006354533063218093,11.820304515462196,11.78390162916552,0.036402886296675874,0.9784810334736853,0.978614818988049,57.286484993502896,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,30,2-30,120.0,120arcmin,0.25134006042983675,0.25012307935943123,0.0012169810704055206,10.5135914080854,10.462684912305393,0.05090649578000672,0.9678986010045401,0.9682138077598501,41.83014593895325,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,40,2-40,120.0,120arcmin,0.24332665017452437,0.24221277159354745,0.001113878580976918,10.934634449488618,10.884578875652535,0.050055573836083056,0.96994421986794,0.9702229768612861,44.938088128225274,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,64,2-64,120.0,120arcmin,0.23004508199241205,0.22909595463746113,0.0009491273549509238,11.252741657558895,11.20631473622294,0.046426921335955385,0.9731799671521084,0.973403838024522,48.91537589110495,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
SEVEM,2,95,2-95,120.0,120arcmin,0.2226436309537875,0.22181208437021344,0.0008315465835740665,11.401211628614401,11.35862950516553,0.04258212344887191,0.9748998834961352,0.9750894157469399,51.208343934082116,0.8378740946451823,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-sevem_2048_R3.00_full.fits
COMMANDER,2,30,2-30,-1.0,native,0.236226053147606,0.2350461495010772,0.0011799036465288126,10.257744399155591,10.206508941167554,0.05123545798803697,0.9716979113597686,0.9719839972577803,43.423425411701025,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,40,2-40,-1.0,native,0.22816376878595238,0.22711244161292282,0.0010513271730295537,10.788321241111756,10.73861109066805,0.049710150443706524,0.9736226466056493,0.9738684225347214,47.283235627268326,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,64,2-64,-1.0,native,0.20888090857525538,0.20806941888644168,0.0008114896888136991,11.243702125834659,11.200021023519268,0.04368110231539113,0.977941054686925,0.9781140310801039,53.82829001715009,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,95,2-95,-1.0,native,0.1904149447563579,0.18986667973305868,0.0005482650232992159,11.590681454723027,11.557308206389193,0.03337324833383448,0.9817036769997339,0.9818098618240446,60.87064998786561,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,30,2-30,10.0,10arcmin,0.23624611174030846,0.23506615801966024,0.0011799537206482191,10.2571715586812,10.20594113776618,0.0512304209150205,0.9716930348325615,0.9719791586247181,43.417313762845374,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,40,2-40,10.0,10arcmin,0.22819343376147402,0.2271418544984519,0.0010515792630221288,10.786911588032462,10.737202477866369,0.04970911016609314,0.973615694332841,0.973861562837917,47.270911394005324,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,64,2-64,10.0,10arcmin,0.20896844898792374,0.20815605467092602,0.0008123943169977277,11.240956552346596,11.19725574839761,0.04370080394898501,0.9779223526504036,0.9780955975012843,53.792601738629976,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,95,2-95,10.0,10arcmin,0.19062780490837916,0.1900772222921152,0.0005505826162639504,11.58563418664666,11.55217186574008,0.033462320906579635,0.9816623658515019,0.9817691227201636,60.77620309490017,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,30,2-30,20.0,20arcmin,0.2363124575667082,0.23513232091832834,0.0011801366483798759,10.255257544693755,10.20404312548079,0.05121441921296466,0.9716769017658125,0.9719631551042166,43.39702464394547,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,40,2-40,20.0,20arcmin,0.2282898323550657,0.22723744768636958,0.0010523846686961158,10.782433615053726,10.732728081913436,0.04970553314029047,0.973593095505178,0.9738392617467722,47.23133528909645,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,64,2-64,20.0,20arcmin,0.20924039102491498,0.20842521468601305,0.0008151763389019351,11.232435842271064,11.188675572650066,0.043760269620998216,0.9778642027527863,0.9780382766585631,53.68196736419585,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,95,2-95,20.0,20arcmin,0.19127460620645848,0.19071699749818194,0.0005576087082765357,11.570228040690484,11.53649821089138,0.03372982979910333,0.9815365428838144,0.9816450412923844,60.49014173999544,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,30,2-30,40.0,40arcmin,0.23656782373524657,0.2353870104248347,0.0011808133104118657,10.247829690131226,10.196678297224626,0.051151392906600535,0.9716147610463888,0.9719015066479346,43.31878075523923,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,40,2-40,40.0,40arcmin,0.22866149172333755,0.22760598979936103,0.0010555019239765207,10.764935394962189,10.71524443066719,0.04969096429499942,0.9735058732449535,0.9737531918456469,47.078042366604144,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,64,2-64,40.0,40arcmin,0.21029281003785247,0.20946677623349597,0.0008260338043565019,11.199187504668847,11.155196901953909,0.043990602714938376,0.9776384168863094,0.9778157343024214,53.255208785564314,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,95,2-95,40.0,40arcmin,0.19374915807756202,0.19316414820217861,0.0005850098753834021,11.510771070568724,11.476015230510496,0.03475584005822796,0.9810510803115748,0.98116643365752,59.41068949554202,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,30,2-30,60.0,60arcmin,0.23698787171530256,0.23580596253473377,0.001181909180568791,10.235571300015048,10.184524317735772,0.051046982279276065,0.9715123920255919,0.9717999441342247,43.19027478465737,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,40,2-40,60.0,60arcmin,0.22926974351403673,0.2282091772614083,0.001060566252628431,10.736322555959825,10.68665799400908,0.04966456195074542,0.9733628036965339,0.9736120051196171,46.82834460144327,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,64,2-64,60.0,60arcmin,0.21197980035597858,0.2111362514711186,0.0008435488848599626,11.145527174529448,11.101174849433084,0.044352325096364,0.9772740170347757,0.9774566097380043,52.578251115496464,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,95,2-95,60.0,60arcmin,0.1975727035030779,0.19694405667898274,0.0006286468240951637,11.41752288699324,11.38119403500772,0.036328851985519606,0.9802882144094057,0.9804147057724262,57.788969248048836,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,30,2-30,120.0,120arcmin,0.2391678537488525,0.2379806119844384,0.0011872417644140931,10.171165364845857,10.12067516675014,0.05049019809571753,0.970978021040175,0.9712696907104416,42.52730960878415,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,40,2-40,120.0,120arcmin,0.23236862134635022,0.2312832174360658,0.001085403910284416,10.591831497018065,10.542356592629828,0.049474904388237206,0.9726276705469931,0.9728863434407511,45.5820215124086,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,64,2-64,120.0,120arcmin,0.21987101894229097,0.21894469787647766,0.000926321065813307,10.888502917798583,10.842629433987723,0.045873483810860094,0.9755289219388348,0.9757372403803384,49.52222885116325,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
COMMANDER,2,95,2-95,120.0,120arcmin,0.21301866426970362,0.21220141368374743,0.0008172505859561918,11.016531139162856,10.974265985733453,0.04226515342940296,0.977048106245771,0.9772259276310543,51.716271796798004,0.8803787231445312,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-commander_2048_R3.00_full.fits
