component,ell_min,ell_max,ell_band,mask_label,mask_threshold,galactic_cut_deg,galactic_cut_label,cptg_residual_fraction,planck_residual_fraction,cptg_minus_planck_residual_fraction,cptg_residual_rms_uK,planck_residual_rms_uK,cptg_minus_planck_residual_rms_uK,cptg_corr,planck_corr,observed_band_rms_uK,valid_sky_fraction,temperature_field,temperature_unit_inference,mask_field,mask_source_used
SMICA,2,64,2-64,mask_ge_0.50_abs_b_gt_30deg,0.5,30.0,abs_b_gt_30deg,0.23637975081951504,0.23560258817365942,0.0007771626458556169,11.94467321062206,11.905401852546488,0.03927135807557214,0.971660638912622,0.9718493739642406,50.53171081368249,0.49425379435221356,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,95,2-95,mask_ge_0.50_abs_b_gt_30deg,0.5,30.0,abs_b_gt_30deg,0.21669465999975798,0.21626121697244327,0.0004334430273147116,12.561484959569237,12.5363588763125,0.02512608325673682,0.9762393911533049,0.9763355011711253,57.96859488638652,0.49425379435221356,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,30,2-30,mask_ge_0.50_abs_b_gt_40deg,0.5,40.0,abs_b_gt_40deg,0.2307278190698016,0.2295371914047987,0.0011906276650029135,8.86451738573528,8.818773705242366,0.04574368049291344,0.9730160473178802,0.9732976309184,38.419803131990406,0.35579681396484375,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,40,2-40,mask_ge_0.50_abs_b_gt_40deg,0.5,40.0,abs_b_gt_40deg,0.22673378413755207,0.22572747427083845,0.0010063098667136283,9.580432877715282,9.537912156028813,0.04252072168646848,0.9739559865519298,0.9741897112456561,42.25410392261235,0.35579681396484375,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,64,2-64,mask_ge_0.50_abs_b_gt_40deg,0.5,40.0,abs_b_gt_40deg,0.21751903729935393,0.21695335833448717,0.000565678964866756,10.880371367573487,10.852075925992875,0.028295441580612035,0.9760557895791667,0.9761816834974462,50.02031777384022,0.35579681396484375,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,95,2-95,mask_ge_0.50_abs_b_gt_40deg,0.5,40.0,abs_b_gt_40deg,0.2001051369524926,0.1998776456252241,0.00022749132726851418,11.510448030481387,11.497362273964645,0.013085756516741043,0.9797743842563034,0.9798208187539715,57.52200171260025,0.35579681396484375,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,30,2-30,mask_ge_0.70_no_galactic_cut,0.7,-1.0,no_galactic_cut,0.24121365362194191,0.24001653537735892,0.0011971182445829898,10.374799439363994,10.323310390107197,0.05148904925679609,0.9704712929186768,0.9707680640116864,43.01082995751387,0.8408215840657552,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,40,2-40,mask_ge_0.70_no_galactic_cut,0.7,-1.0,no_galactic_cut,0.23272561299606492,0.23166318486041187,0.0010624281356530485,10.935590397882445,10.885667749622478,0.04992264825996706,0.9725419958631242,0.9727956215124676,46.98920010178403,0.8408215840657552,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,64,2-64,mask_ge_0.70_no_galactic_cut,0.7,-1.0,no_galactic_cut,0.21263442955951276,0.21182202269812495,0.0008124068613878099,11.42082979459434,11.377194525804184,0.043635268790156445,0.9771317207852946,0.9773081564283154,53.71110322186955,0.8408215840657552,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
SMICA,2,95,2-95,mask_ge_0.70_no_galactic_cut,0.7,-1.0,no_galactic_cut,0.19368525651687077,0.19314099255560868,0.000544263961262087,11.78219403141102,11.749085555777844,0.03310847563317587,0.9810636913641763,0.9811709853067534,60.831651532468314,0.8408215840657552,I_STOKES,K_CMB_to_uK,TMASK,COM_CMB_IQU-smica_2048_R3.00_full.fits
